column,value_a,count_a,value_b,count_b,similarity
q3_32,CUSTOMER SERVICE REPRESENTIVE,1,CUSTOMER SERVICES REPRESENTATIVE,1,0.961
q3_32,HIRE CAR DRIVER,9,HIRE  CAR DRIVER,1,0.961
q3_32,CATHER,1,CATER,1,0.961
q3_32,TYPIST CLERK,4,TYPEST CLERK,1,0.961
q3_32,MASON,31,MASION,2,0.961
q3_32,SALE ASSISTANCE,2,SALES ASSISTANCE,1,0.961
q3_32,TRADES MAN,1,TRADEMAN,1,0.96
q3_32,ACCOUNTANT CLERK,4,ACCOUNTANT CLERK TWO,1,0.96
q3_32,CHEF,5,CHEFS,2,0.96
q3_32,CUSTOMER SERVICE REP,3,CUSTOMER SERVICE,2,0.96
q3_32,SALESMAN,13,SALESWOMAN,5,0.96
q3_32,TECHNICIAN,9,TECHNICION,1,0.96
q3_32,MAINTAINANCE MAN,1,MAINTAINANCE WORKMAN,1,0.96
q3_32,PROSPECTOR,1,PROSECUTOR,1,0.96
q3_32,BUISNESS OWNER,2,BUSINES OWNER,1,0.96
q3_32,MAINTAIN,1,MAINTAINCE,1,0.96
q3_32,SKILLMAN,2,SKILLS MAN,1,0.96
q3_32,SELL,14,SELLE,1,0.96
q3_32,SHOP ASSISTANT,19,SHOP ASSISTANCE,4,0.959
q3_32,ACCOUNTS CLERK,14,ACCOUNT CLERK 2,1,0.959
q3_32,Farm assistant,3,Farmer assitant,1,0.959
q3_32,PUMP ATTENDANT,4,PUMP ATTENDANCE,1,0.959
q3_32,FARM ASSISTANT,2,FARM ASSISTANCE,1,0.959
q3_32,SALE ASSISTANCE,2,SALE ASSISTANT,1,0.959
q3_32,MARAK MAN,3,MARRACK MAN,1,0.958
q3_32,SECURITY  GUARD,3,SECURITYGAURD,1,0.958
q3_32,MAINTANCE GUY,1,MAINTENANCE GUY,1,0.958
q3_32,SECURITY GUARDS,2,SECURITYGAURD,1,0.958
q3_32,GOVERNMENT MEDICAL OFFICER/DOCTOR,1,GOVERNMENT MEDICAL OFFICER,1,0.958
q3_32,LAB TECHNICIAN,5,LAB TECHINICIAN,1,0.958
q3_32,SALES ASSISTANT,9,SALE ASSISTANT,1,0.958
q3_32,SALES REPRESENTATIVE,12,SALE REPRESENTATIVE,3,0.958
q3_32,MARACKMAN,1,MARRACK MAN,1,0.958
q3_32,SALE PERSON,2,SALE PERSONNEL,1,0.957
q3_32,KITCHEN  ASSISTANCE,1,KITCHEN ASSISTANT,1,0.957
q3_32,WIELDER,2,WEILDER,1,0.957
q3_32,BUSINESSMAN,4,BUSINESS WOMAN,4,0.957
q3_32,WELDER,25,WIELDER,2,0.957
q3_32,SALES MAN,2,SALEMAN,1,0.956
q3_32,CANE HARVESTER,56,CANE HATVESTER,1,0.956
q3_32,CIVIL ENGINEER,1,CIVIL ENGENEER,1,0.956
q3_32,MARAK MAN,3,MARACKMAN,1,0.956
q3_32,TRADESMAN,2,TRADE MAN,1,0.956
q3_32,MARAK MAN,3,MARAK MEN,1,0.956
q3_32,CUSTOMER CARE REPRESENTATIVE,1,COSTUMER CARE REPRESENTITIVE,1,0.956
q3_32,CHICKEN FARMER,1,CHICKEN FARM OWNER,1,0.956
q3_32,POSTMAN,1,POSTWOMAN,1,0.956
q3_32,SALESGIRL,4,SALE GIRL,4,0.956
q3_32,CARPENTER,98,CARPENTRY,3,0.956
q3_32,GOLDSMITH,4,GOLD SMIT,1,0.956
q3_32,CLEANER/MAIDEN,1,CLEANER/ MAID,1,0.956
q3_32,SECUIRTY GUARD,1,SECURITYGAURD,1,0.955
q3_32,SECURITY OFFICET,1,SECRUITY OFFICER,1,0.955
q3_32,POLICE OFFICE,2,POLICE OFF,1,0.954
q3_32,DAYCARE TEACHER,1,DAY CARE TEACHER,1,0.954
q3_32,SALES PERSONS,2,SALES PERDONS,1,0.953
q3_32,CHEF,5,CHEIF,1,0.953
q3_32,SURVEYOR,2,SURVERYOR,1,0.953
q3_32,BUSINESSWOMAN,3,BUSINESS MAN,3,0.953
q3_32,POLICE OFFICE,2,POLICE OFFICER/SC,1,0.953
q3_32,MARACK MAN,1,MAROCK MAN,1,0.953
q3_32,ESCAVATOR OPERATOR,2,EXECAVATOR OPERATOR,1,0.952
q3_32,COSTUMER SERVICE REPRESENTATIVE,1,CUSTOMER SERVICES REPRESENTATIVE,1,0.952
q3_32,CUSTOMER SERVICE,2,CUSTOMER  SERVICE REP,1,0.952
q3_32,CARPENTER/MASON,1,CARPENTRY / MASON,1,0.951
q3_32,CARPENTRY / MASON,1,CARPENTER/ MASON,1,0.951
q3_32,AUTO ELECTRICAN,1,AUTO ELECTRICTION,1,0.951
q3_32,SALESPERSON,9,SALES PERDONS,1,0.951
q3_32,ASSISTANT FARMER,1,ASSISTANT FOREMAN,1,0.951
q3_32,MECHANIC,57,MECHENIC,2,0.95
q3_32,POLICEMAN,2,POLICE WOMAN,1,0.95
q3_32,CUSTOMER SERVICE REPRESENTATIVES,2,CUSTOMER SERVICES REPRESENTATIVE,1,0.95
q3_32,BUSINESS MAN,3,BUSINESS MANAGER,2,0.95
q3_32,CUSTOMER SERVICE REP,3,CUSTOMER  SERVICE REP,1,0.95
q3_32,LABOUR,9,LABOUROR,3,0.95
q3_32,LECTURER,4,LECTUROR,1,0.95
q3_32,OPERATOR,33,OPERATER,1,0.95
q3_32,DRIVER,117,DIVER,2,0.95
q3_32,LABOURER,300,LABOUROR,3,0.95
q3_32,LABOURER,300,LABOUR,9,0.95
q3_33,MAKING SURE ALL OFFICE ARE CLEAN AND READY FOR USE,1,MAKING SURE ALL OFFICES ARE CLEAN AND READY FOR USE,1,0.996
q3_33,LAYING BLOCKS AND PLASTERING BUILDINGS,4,LAYING BLOCKS AND PLASTERING BUILDING,1,0.995
q3_33,SELLING ALCOHOL AND OTHER BEVERAGES.,1,SELLING ALCOHOL AND OTHER BEVERAGES,1,0.994
q3_33,To teach the nations children,1,To teach the nation children,1,0.993
q3_33,CLEANING DRAINS IN REGION 4,1,CLEANING DRAIN IN REGION 4,1,0.993
q3_33,DO THINGS AROUND THE WORK SITE,6,DO THINGS AROUND THE WORKSITE,2,0.993
q3_33,To teach the nation childrens,1,To teach the nation children,1,0.993
q3_33,CATCHING AND SELLING FISH,1,CATCHING AND SELLING FISH.,1,0.992
q3_33,To teach the childrens,1,To teach the children,1,0.991
q3_33,ATTENDING TO CUSTOMERS,7,ATTENDING TO CUSTOMER,2,0.991
q3_33,"PLANTING, CLEANINGETC",1,"PLANTING, CLEANING ETC",1,0.991
q3_33,DEALING WITH CUSTOMERS,4,DEALING WITH CUSTOMER,2,0.991
q3_33,CLEANING FTHE BUILDING,1,CLEANING THE BUILDING,1,0.991
q3_33,TRANSPORTING PASSENGER,1,TRANSPORTING  PASSENGER,1,0.991
q3_33,LOOK AFTER THE CHICKENS,1,LOOK AFTER THE CHICKEN,1,0.991
q3_33,GETTING MORE CUSTOMERS,1,GETTING MORE CUSTOMER,1,0.991
q3_33,TRANSPORTING PASSENGERS,13,TRANSPORTING PASSENGER,1,0.991
q3_33,GENERAL OFFICES WORK,1,GENERAL OFFICE WORK,1,0.99
q3_33,PUTTING UP BUILDING,1,PUTTING UP BUILDINGS,1,0.99
q3_33,SELLING OF CLOTHING,1,SELLING OF CLOTHINGS,1,0.99
q3_33,ATTEND TO CUSTOMERS,6,"ATTEND TO CUSTOMERS,",1,0.99
q3_33,ASSIST WITH PATIENTS,1,ASSIST WIT PATIENTS,1,0.99
q3_33,TRANSPORT PASSENGERS,10,TRANSPORT PASSENGER,2,0.99
q3_33,SECURING BUILDING,3,SECURING BUILDINGS,3,0.989
q3_33,PLANTS FRUIT TREES,1,PLANT FRUIT TREES,1,0.989
q3_33,PLANTING VEGETABLE,2,PLANTING VEGETABLES,1,0.989
q3_33,PAINTING BUILDING,1,PAINTING BUILDINGS,1,0.989
q3_33,MIXING CEMENT ETC,2,"MIXING CEMENT, ETC",1,0.989
q3_33,CLEANING OF SCHOOL,1,CLEARNING OF SCHOOL,1,0.989
q3_33,PURCHASING AND SELLING,1,PURHASING AND SELLING,1,0.989
q3_33,ASSISTING CUSTOMER,8,ASSISTING CUSTOMERS,4,0.989
q3_33,ATTEND TO CUSTOMERS,6,ATTEND TO CUSTOMER,2,0.989
q3_33,OPERATING MACHINE,3,OPERATING  MACHINE,1,0.989
q3_33,BUILDING OF HOUSE,2,BUILDING OF HOUSES,2,0.989
q3_33,SUPERVISING STAFF,2,SUPERVISING STAFFS,1,0.989
q3_33,DRIVING PASSENGER,3,DRIVING PASSENGERS,2,0.989
q3_33,OPERATING MACHINE,3,OPERATING MACHINES,1,0.989
q3_33,CANE  HARVESTING,1,CANE HARVESTING,1,0.988
q3_33,"FIXING MACHINES,",1,FIXING MACHINES,1,0.988
q3_33,HARVESTING CROPS,1,HARVESTING CROP,1,0.988
q3_33,PACKING OF WOODS,1,PACKING OF WOOD,1,0.988
q3_33,SERVING CUSTOMER,3,SERVING CUSTOMERS,3,0.988
q3_33,ASSIST CUSTOMERS,3,ASSIST  CUSTOMERS,1,0.988
q3_33,SELLING CUSTOMERS,4,SELLING CUSTOMER,2,0.988
q3_33,SELLING COSTUMERS,5,SELLING CUSTOMERS,4,0.988
q3_33,LOOK OVER WORKER,2,LOOK OVER WORKERS,1,0.988
q3_33,SUPERVISE STAFF,2,SUPERVISED STAFF,1,0.988
q3_33,WASHING VEHICLES,1,WASHING VEHICLE,1,0.988
q3_33,ASSIST PATIENTS,1,ASSIST PATIENT,1,0.987
q3_33,BUILDING HOUSE,4,BUILDING  HOUSE,1,0.987
q3_33,CLEANING CANALS,1,CLEANING CANAL,1,0.987
q3_33,DO THINGS AROUND THE WORK SITE,6,DO THINGS SROUND THE WORK SITE,1,0.987
q3_33,GURADING THE COMPOUND,1,GUARDING THE COMPOUND,1,0.987
q3_33,CUTTING OF WOOD,3,CUTTING OFWOOD,1,0.987
q3_33,ANSWERING CALLS,4,ANSWERING CALL,1,0.987
q3_33,RECORD KEEPING,4,RECORDS KEEPING,2,0.987
q3_33,CLEANING HOUSE,4,CLEANING HOUSES,1,0.987
q3_33,BUILDING HOUSE,4,BUILDING HOUSES,2,0.987
q3_33,LAYING BLOCKS,2,LAYING BLLOCKS,1,0.986
q3_33,DRIVE THE CAR,1,DRIVES THE CAR,1,0.986
q3_33,BUILDING BOATS,1,BUILDING BOAT,1,0.986
q3_33,FILlING DOCUMENTS,1,FILING DOCUMENTS,1,0.986
q3_33,LAY BLOCK ETC,3,LAY BLOCKS ETC,1,0.986
q3_33,SELL CUSTOMERS,2,SELL COSTUMERS,2,0.986
q3_33,DRIVING AND CUSTOMER SERVICE,1,DRIVING AND CUSTOMERS SERVICE,1,0.986
q3_33,CUTTING CANE,31,CUTTTING CANE,1,0.985
q3_33,CLEANING CARS,1,CLEANING CAR,1,0.985
q3_33,CUTTING HAIR,6,CUTTTING HAIR,1,0.985
q3_33,LAYING BLOCKS,2,LAYING BLOCK,1,0.985
q3_33,MAKE PAYMENT,1,MAKE PAYMENTS,1,0.985
q3_33,PACKING WOODS,1,PACKING WOOD,1,0.985
q3_33,HELPING MOMMY IN THE SHOP,1,HELPING MOM IN THE SHOP,1,0.984
q3_33,CONSTRUCTION OF BUILDINGS,4,CONSTURCTION OF BULIDINGS,1,0.984
q3_33,ASSIST WITH THE CONSTRUCTION FOR HOUSES,1,ASSIST WITH THE CONSTRUCTION OF HOUSE,1,0.984
q3_33,CLEAN TRENCH,3,CLEAN TRNCH,1,0.983
q3_33,"PLANTING, CLEANINGETC",1,"PLANTING,  CLEANING ETC",1,0.983
q3_33,SELLS DRINKS,1,SELL DRINKS,1,0.983
q3_33,TRANSPORTING PASSENGERS,13,TRANSPORTING  PASSENGER,1,0.983
q3_33,BUILD HOUSES,13,BUILD HOUSE,1,0.983
q3_33,FIX VEHICLES,4,FIX VEHICLE,1,0.983
q3_33,ATTENDING TO CUSTOMERS AND SELLING OF PRODUCTS,2,ATTENDING TO CUDTOMERS AND SELLING OF PRODUCTS,1,0.982
q3_33,OPERATE THE MACHINE,1,OPERATES THE MACHINES,1,0.981
q3_33,CUTTING HAIR,6,CUTING HAIR,1,0.981
q3_33,SELLING OF THE FISH,1,SELLING OF THE FISHES,1,0.981
q3_33,MANAGING THE BUSINESS,4,MANAGING HER BUSINESS,1,0.981
q3_33,PLANTING AND HARVESTING OF RICE,2,PLANTING AND HARVESTING RICE,1,0.981
q3_33,ATTEND TO CUSTOMER,2,"ATTEND TO CUSTOMERS,",1,0.98
q3_33,THROWING MANURE,2,TROWING MANURE,1,0.98
q3_33,DO THINGS AROUND THE WORKSITE,2,DO THINGS SROUND THE WORK SITE,1,0.98
q3_33,SUPERVISE,1,SUPERVISES,1,0.98
q3_33,CATCHING AND SELLING FISH,1,CATCHING AND SELLING OF FISH,1,0.979
q3_33,SELLING IN THE SHOP,9,SELLING IN THE DHOP,1,0.979
q3_33,MAKING SURE EVERYTHING OK,1,MAKING SURE EVERYTHING IS OK,1,0.979
q3_33,MARROCK MAN,1,MAROCK MAN,1,0.979
q3_33,OPERATING  MACHINE,1,OPERATING MACHINES,1,0.978
q3_33,RETAIL OF GROCERYS,1,RETAIL OF  GROCERY,1,0.978
q3_33,WEEDING OF GRASS,1,WEEDING OF GRASSES,1,0.978
q3_33,OPERATING A MACHINE,1,OPERATING  MACHINE,1,0.978
q3_33,CUT HAIR,1,CUT HAIRS,1,0.978
q3_33,CATCHING OF FISHES,2,CATCHING OF FISH,1,0.978
q3_33,SELLING OF FISH,2,SELLING OF FISHES,1,0.976
q3_33,MANAGING THE SHOP,2,MANAGING HER SHOP,1,0.976
q3_33,MIXING CEMENT ETC,2,MIXING CEMEHT ETC,1,0.976
q3_33,OPERATE ESCAVATOR,3,OPERATE EXCAVATOR,1,0.976
q3_33,PREPARING OF STREET FOOD FOR SALE,2,PREPARING OF STREET FOODS FOR SALE,1,0.976
q3_33,CONSTRUCTING OF BUILDINGS,5,CONSTRUCTION OF BUILDINGS,4,0.976
q3_33,SELLING COSTUMERS,5,SELLING CUSTOMER,2,0.976
q3_33,SELLING COSTUMERS,5,SELLING COSTOMERS,1,0.976
q3_33,CONSTRUCTING BUILDINGS,5,CONSTRUCTING OF BUILDINGS,5,0.976
q3_33,SELLING CHICKEN,1,SELLING OFCHICKEN,1,0.976
q3_33,TRANSPORTATIONAL SERVICES,1,TRANSPORTATION SERVICE,1,0.976
q3_33,CUSTOMERS SERVICE,9,CUSTOMER SERVICE,8,0.976
q3_33,SHOPPING,1,SHOPING,1,0.975
q3_33,CLEAN AND PLANT THE FARM,1,CLEAN AND PLAND THE FARM,1,0.975
q3_33,PLASTERING AND LAYING BLOCKS ETC,1,PLASTERING AND LAYING BLOCKS,1,0.975
q3_33,"LAYING OF BLOCKS, PLASTERING ETC",1,"LAYING OF BLOCKS, PLASTERING",1,0.975
q3_33,Clean and plants,1,Clean and  plant,1,0.975
q3_33,GENERAL LABOUR,6,GENERAL LABOURER,2,0.975
q3_33,MASONRY,2,MASONERY,1,0.975
q3_33,TRANSPORTING PASSENGERS,13,TRANSPORTING PASSANGERS,1,0.974
q3_33,SEWING OF GARMENTS,1,SEWWING OF GARMENT,1,0.974
q3_33,ATTENDING TO CUSTOMERS,7,ATTEND TO CUSTOMERS,6,0.973
q3_33,BUILDING HOUSES,2,BUILDING  HOUSE,1,0.973
q3_33,CATCHING FISH,16,CATCHING FISHES,2,0.973
q3_33,DO THINGS AROUND THE PLACE,2,DO THINGS AROUND THE WORKPLACE,1,0.973
q3_33,GUARDING OF THE WORKING PLACE,1,GUARDING OF THE WORKPLACE,1,0.972
q3_33,DO THINGS AROUND THE WORKSITE,2,DO THINGS AROUND THE SITE,2,0.972
q3_33,ATTENDING TO CUSTOMERS,7,ATTENDINGBTO CUSTOMERS,1,0.972
q3_33,REPAIRS,7,REPAIR,2,0.971
q3_33,ATTENDING TO CUSTOMER,2,ATTEND TO CUSTOMER,2,0.971
q3_33,GUARD THE COMPOUND,2,GUARDING THE COMPOUND,1,0.971
q3_33,CATCHING AND SELLING OF FISH,1,CATCHING AND SELLING FISH.,1,0.971
q3_33,REPAIRING VEHICLES,2,REPAIRING OF VEHICLES,2,0.971
q3_33,CLEAN TRENCH,3,CLEAN TRENCHES,1,0.971
q3_33,"MIXING CEMENT, FETCHING STONES ETC",1,"MIXING CEMENT, FETCHING STONE",1,0.971
q3_33,DRIVING,72,DRIVIG,1,0.971
q3_33,TAKING CARE OF A SICK CHILD,1,TAKING CARE OF A SICKLY CHILD,1,0.971
q3_33,LAYING BLOCK,1,LAYING BLLOCKS,1,0.971
q3_33,To teach the child,1,To teach the children,1,0.971
q3_33,CUT WOOD,7,CUTWOOD,1,0.971
q3_33,MANAGER,1,MANAGE,1,0.971
q3_33,TEACHING STUDENTS,6,TEACHING OF STUDENTS,1,0.97
q3_33,SELLING BEVERAGES,2,SELLING OF BEVERAGES,1,0.97
q3_33,SECURING BUILDING,3,SECURING OF BUILDING,1,0.97
q3_33,GROWING VEGETABLE FOR SALE,1,GROWING VEGETABLES FOR SALE,1,0.97
q3_33,CLEARING OF THE LAND,2,CLEANING OF THE LAND,2,0.969
q3_33,BENDING STEEL,1,BENDING STEAL,1,0.969
q3_33,PACKING WOODS,1,PACKING GOODS,1,0.969
q3_33,SELLING OF BEVAGES,1,SELLING OF BEVERAGES,1,0.969
q3_33,"COOK FOOD ,SELL FOOD",1,"COOK FOOD,SELL FOOD",1,0.969
q3_33,PLANTING RICE,2,PLANTAIN RICE,1,0.969
q3_33,SELLING TO CUSTOMERS,2,SELLING TO COSTOMERS,1,0.969
q3_33,REPAIR OF ELECTRICIAL EQUIPTMENT,1,REPAIRS OF ELECTRICAL EQUIPTMENT,1,0.968
q3_33,MAKING AND SELLING FOOD,1,MAKING AND SELLING OF FOOD,1,0.968
q3_33,ASSISTING CUSTOMERS,4,ASSIST CUSTOMERS,3,0.968
q3_33,CLEAN THE SCHOOL,2,CLEANING THE SCHOOL,2,0.968
q3_33,CONSTRUCTION,2,CONSTRUCYION,1,0.967
q3_33,CUTTING CANE,31,CUTTUNG CANE,1,0.967
q3_33,DRIVE,5,DRIVER,1,0.967
q3_33,CATCHING FISHES,2,CATCHING OF FISHES,2,0.967
q3_33,PLANTS FRUIT TREES,1,PLANT FRUITS TREES,1,0.967
q3_33,CLEAN THE HOUSE,2,CLEANING THE HOUSE,1,0.967
q3_33,OPERATING MACHINE,3,OPERATING A MACHINE,1,0.967
q3_33,MAKING CASSAVA BREAD,1,BAKING CASSAVA BREAD,1,0.967
q3_33,CLEANING OF SCHOOL,1,CKEANING OF SCHOOL,1,0.967
q3_33,SEWING GARMENTS,1,SEWING OF GARMENTS,1,0.967
q3_33,DRIVE,5,DRIVES,2,0.967
q3_33,DO THINGS AROUND THE WORK SITE,6,DO THINGS AROUND THE SITE,2,0.967
q3_33,MIXING CEMEHT ETC,1,"MIXING CEMENT, ETC",1,0.966
q3_33,CLEANING OF THE OFFICES,1,CLEANING  OF THE OFFICES,1,0.966
q3_33,To teach the nations children,1,To teach the nation childrens,1,0.966
q3_33,PROTECTION OF PROPERTY,2,PROTECTION OF PROPERTIES,1,0.966
q3_33,CUTTING AND LOADING CANE,1,CUTTING ANDNLOADING CANE,1,0.966
q3_33,ASSISTING CUSTOMER,8,ASSISTING CUMTOMER,1,0.966
q3_33,LOOK AFTER ACCOUNTS,1,LOOK AFTER ALL ACCOUNTS,1,0.965
q3_33,SELLING CUSTOMERS,4,SELL CUSTOMERS,2,0.965
q3_33,SELLING COSTUMERS,5,SELL COSTUMERS,2,0.965
q3_33,PLANT FRUITS TREES,1,PLANT FRUIT TREES,1,0.965
q3_33,To teach the childrens,1,To teach the child,1,0.964
q3_33,BUILD AND REPAIR HOMES,4,BUILD AND REPAIR HOUSES,1,0.964
q3_33,WEEDIND ETC,1,WEEDING ETC,1,0.964
q3_33,PLANTING AND HARVESTING RICE,1,PLANTING AND HARVESTING,1,0.964
q3_33,SUPERVISING,8,SUPERVISION,2,0.964
q3_33,ATTENDING TO CUSTOMERS,7,ATTEND TO CUSTOMER,2,0.964
q3_33,CATCHING FISH,16,CATAHING FISH,1,0.964
q3_33,SELLING CUSTOMERS,4,SELLING COSTOMERS,1,0.964
q3_33,OPERATE MACHINES,1,OPERATE MACHINERY,1,0.964
q3_33,TRANSPORTING PASSENGER,1,TRANSPORTING PASSANGERS,1,0.964
q3_33,TO HELP SELL IN THE BUSINESS,1,HELP TO SELL IN THE BUSINESS,1,0.964
q3_33,CUTING HAIR,1,CUTTTING HAIR,1,0.964
q3_33,SECURING BUILDINGS,3,SECURING BUILDINGS ETC,1,0.964
q3_33,WASH DOWN GRAVEL IN THE BOX,2,WASH DOWN GRAVEL INTO THE BOX,1,0.964
q3_33,ATTENDING TO CUSTOMERS,7,"ATTEND TO CUSTOMERS,",1,0.963
q3_33,TRANSPORTATION SERVICE,1,TRANSPORTING SERVICE,1,0.963
q3_33,BUILDING OF HOUSE,2,BUILDING  HOUSE,1,0.963
q3_33,MAKE SURE THE COMPOUND IS SAFE,1,MAKE SURE THE COMPOUND IS SECURE,1,0.962
q3_33,WEEDING OF GRASS,1,WEEDING GRASS,1,0.962
q3_33,MAKING  JEWELRY,1,MAKING JEWELLERY,1,0.962
q3_33,FELLING OF TREES,1,FELLING TREES,1,0.962
q3_33,SPRAYING CHEMICALS IN CANE FIELD,1,SPRAYING CHEMICALS IN RICE FIELD,1,0.962
q3_33,CUTTING TREES,1,CUTTING OF TREES,1,0.962
q3_33,REPAIRING TRUCKS,1,REPAIR TRUCKS,1,0.962
q3_33,TEACHING STUDENTS,6,TEACHING STUDENTS ETC,1,0.962
q3_33,SECURING THE BUILDING,6,SECURING BUILDING,3,0.962
q3_33,MAKING JEWELL,1,MAKING JEWELLERY,1,0.962
q3_33,DRIVING LAND TRANSPORTATION,1,DRIVING AND TRANSPORTING,1,0.962
q3_33,REPAIR MACHINERY,1,REPAIR MACHINES,1,0.962
q3_33,MANAGE THE DAY TO DAY OPERATION IN THE RICE MILL,1,MANAGE THE DAY TO DAY OPERATION AT THE RICE MILL,1,0.962
q3_33,ATTENDING TO CUSTOMER,2,ATTENDINGBTO CUSTOMERS,1,0.962
q3_33,OPERATING TRACTOR,3,OPERATING TRACTOR ETC,1,0.962
q3_33,GUARDING,15,GARDING,1,0.962
q3_33,CATCHING FISH,16,CATCHING OF FISH,1,0.962
q3_33,CHECKING LOCATION ETC,1,CHECKING LOCATION,1,0.962
q3_33,LOOKING OVER THE WORKER,1,LOOKING OVER THE WORK SITE,1,0.961
q3_33,DO THINGS AROUND THE FARM,11,DO THINGS AROUND THE DORMS,1,0.961
q3_33,PLANT AND CLEAN THE BEDS,1,PLANT AND CLEAN UP THE BEDS,1,0.961
q3_33,ATTEND TO CUSTOMERS,6,ATTENDING TO CUSTOMER,2,0.961
q3_33,DIVNG,1,DIVING,1,0.961
q3_33,SELL,29,SELLS,7,0.96
q3_33,CUTTING CANE,31,CUTTING OF CANE,1,0.96
q3_33,Spray rice,3,Spray ric3,1,0.96
q3_33,CLEAN SCHOOL,2,CLEANING SCHOOL,1,0.96
q3_33,BUILD HOUSES,13,BUILDING HOUSES,2,0.96
q3_33,COOK,2,COOKS,1,0.96
q3_33,HELP PLANT CROPS,1,HELP PLANT THE CROPS,1,0.96
q3_33,TAKING CARE OF STOCK,1,TAKING CARE OF LIVESTOCKS,1,0.96
q3_33,MANAGING THE COMPANY,1,MANAGING COMPANY,1,0.96
q3_33,CUTTING HAIR,6,CUTTING OF HAIR,1,0.96
q3_33,MANAGING THE STATION,1,MANAGING THE SECTION,1,0.96
q3_33,PLUCKING CHICKEN,1,PLUCKING OF CHICKENS,1,0.96
q3_33,SELL CLOTHES,1,SELLING CLOTHES,1,0.96
q3_33,SELLING FISH,2,SELLING OF FISH,2,0.96
q3_33,CONSTRUCTING OF BUILDINGS,5,CONSTURCTION OF BULIDINGS,1,0.959
q3_33,SELLING OF GROCERIES,5,SELLING OF GROCERY,1,0.959
q3_33,CONSTRUCTING BUILDINGS,5,CONSTRUCTION OF BUILDINGS,4,0.959
q3_33,REPAIRING MACHINES,1,REPAIRING OF MACHINE,1,0.959
q3_33,SUPERVISION OF WORKERS,1,SUPERVISION OF DNI WORKER,1,0.959
q3_33,CLEANING OF PARPET AND DRAINS,1,CLEANING OF DRAINS AND PARPET,1,0.959
q3_33,SELLING OF LIME,1,SELLING OF ICE,1,0.959
q3_33,PLANTING AND HARVESTING,1,PLANTING AND HARVESTING CROPS,1,0.959
q3_33,SELLING OF CLOTHINGS,1,SELLING OF CLOTHES,1,0.959
q3_33,SECURING BUILDINGS,3,SECURING OF BUILDING,1,0.959
q3_33,MAKIMG JEWELRY,1,MAKING  JEWELRY,1,0.959
q3_33,CLEAN THE HOUSE,2,CLEAN THE HOME,1,0.959
q3_33,FEEDING CHICKEN,1,FEEDING OF CHICKENS,1,0.958
q3_33,REORDERING STOCKS,1,REORDERING OF STOCKS,1,0.958
q3_33,SECURE THE COMPOUND,4,SECURE COMPOUND,1,0.958
q3_33,PREPARING OF MEALS FOR SALE,1,PREPARING OF MEALS FOR CLIENTS,1,0.958
q3_33,SELLING OF GROCERIES,5,SELLING GROCERIES,3,0.958
q3_33,WATERING PLANTS,4,WATERING PLANTS ETC,1,0.958
q3_33,SELLING TO CUSTOMERS,2,SELLING COSTOMERS,1,0.958
q3_33,TAKING PASSENGERS TO THEIR DESTINATION,4,TANKING PASSENGERS TO THEIR DESTINATION,1,0.958
q3_33,THROWING MANURE,2,THROWING MANURE ETC,1,0.958
q3_33,CUTTING PREPARING AND PLANTING,1,CUTTING PLANTING AND REAPING,1,0.958
q3_33,BUILDING BOATS,1,BUILD BOATS,1,0.957
q3_33,CLEANING HOUSE,4,CLEAN HOUSE,2,0.957
q3_33,BUILDING HOUSE,4,BUILD HOUSE,1,0.957
q3_33,SPRAY PAINT,1,SPRAY PAINTING,1,0.957
q3_33,LAYING BLOCKS AND PLASTERING BUILDING,1,LAYING BLOCKS  AND PLASTERING BUILDING,1,0.957
q3_33,MAKING AND SELLING,1,MAKING AND SELLING FOOD,1,0.957
q3_33,PLANT CROPS,9,PLANTING CROPS,3,0.957
q3_33,DRIVING,72,DIVING,1,0.957
q3_33,PROTECTION OF ASSETS AND EMPLOYEES,1,PROTECTION OF ASSETS AND PEOPLE,1,0.957
q3_33,FETCH STUFF,1,FETCHING STUFF,1,0.957
q3_33,ASSISTING CUSTOMERS,4,ASSIST  CUSTOMERS,1,0.957
q3_33,PLANT AND CLEAN BEDS,1,PLANT AND CLEAN THE BEDS,1,0.957
q3_33,OPERATING HEAVY DUTY MACHINES,1,OPERATING UEAVY DUTY MACHINE,1,0.957
q3_33,CLEAN TRENCHES,1,CLEAN TRNCH,1,0.957
q3_33,ANSWER CALL,1,ANSWERING CALL,1,0.957
q3_33,CLEANING THE SCHOOL,2,CLEANING THE SHOP,1,0.957
q3_33,PLANTING AND HARVESTING RICE,1,PLANTING AND HARVESTING CROPS,1,0.957
q3_33,PLOUGHING LAND ETC,1,PLOUGHING LAND,1,0.956
q3_33,MAKING AND SELLING ICICLES,1,MAKING AND SELLING OF ICYCLE,1,0.956
q3_33,Look over the farm,1,Look over farm,1,0.956
q3_33,ASSISTING CUSTOMERS,4,ASSISTING CUMTOMER,1,0.956
q3_33,CLEANING HOUSE,4,CLEANING HOME,2,0.956
q3_33,CLEANING HOUSE,4,CLEANING HOUSE ETC,1,0.956
q3_33,SELLING SNACKS,2,SELLING SNACKS ETC,1,0.956
q3_33,SECURE SCHOOL COMPOUND,2,SECURE A SCHOOL COMPOUND,1,0.956
q3_33,CONDUCTING THE BUS,3,CONDUCTING BUS,1,0.956
