hhid,member,panelid,weight,stratum,psu,block,domain,quarter,week,region,area,zone,psu_centroid_lat,psu_centroid_long,q1_02,q1_03,q1_04,q1_05,q1_06,q1_07,q1_08,q1_09,q1_10,q1_11,q1_12,q1_13,q1_14,q1_15,q1_16,q2_01,q2_02,q2_03,q2_04,q2_05,q2_06,q2_07,q2_08,q2_09,q2_10,q2_11,q2_12,q2_13,q2_14,q2_15,q2_16,q2_17,q2_18,q2_19,q2_20,q3_01,q3_02,q3_03,q3_04,q3_05,q3_06,q3_07_1,q3_07_2,q3_07_3,q3_07_4,q3_07_5,q3_07_6,q3_07_7,q3_08,q3_09,q3_10,q3_11,q3_12,q3_13,q3_14,q3_15,q3_15b,q3_16,q3_17,q3_18,q3_19,q3_20,q3_21,q3_22,q3_23,q3_24,q3_25,q3_26,q3_27,q3_28,q3_29,q3_30,q3_31,isic_code,q3_32,q3_33,isco_code,q3_34,q3_35,q3_36,q3_37,q3_38,q3_39,q3_40,q3_41,q4_01,q4_02,q4_03,q4_04,q4_05,q4_06,q4_07,q4_08,q4_09,q5_01,q5_02,q5_03a,q5_03b,q5_04,q5_05,q5_06,q5_07,q6_01,q6_01b,q6_02a,q6_02b,q6_02c,q6_02d,q6_02e,q6_02f,q6_03a,q6_03b,q6_03c,q6_03d,q6_03e,q6_03f,q6_03g,q6_03h,q6_03i,q6_04a,q6_04b,q6_04c,q6_04d,q6_04e,q6_04f,q6_05a,q6_05b,q6_05c,q6_05d,q6_05e,q6_05f,q6_05g,q6_05h,q6_05i,q6_06,q6_06b,q6_07,q6_08,q6_09,q6_10,q6_11,q6_12,q6_13,q6_11b,q6_12b,q6_13b,q6_14,q6_15,q6_16,q6_17,q6_18,q6_19,q6_20a,q6_20b,q6_21,q6_22,q6_23,q6_24a,q6_24b,q6_25
06 0167 240 8,2,106,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Spouse/ partner,Female,45,Married,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 2/Grd 8,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,60,,,,10,10,10,10,10,10,0,,60,,No,,No,,,,Self-employed (without paid help),No,,,,,,,,,,No,"Only through informal records of orders, sales, purchases",3,ROSEHALL MARKET,SALT FISH,4781,MARKET VENDOR,SELLING OF THE FISHES,5211,"Business owned by individual, family or partners","Yes, registered",1 2 3,In a market place licensed stall (where goods are removed each day),50 or more persons,None,10 years or more,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,4000,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0167 240 8,3,103,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Son/daughter,Female,23,Not Married/ Never lived together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,No,No,99,No,,,No,,,,No,,Yes,Does not know where to look for work,,"Yes, in the last 7 days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,4,0,Private employee (work for another person or company),,Guyana,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0167 240 8,4,104,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Son/daughter,Male,17,Not Married/ Never lived together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 4/Grd 10,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,48,,,,8,8,8,8,8,8,0,,48,,Yes,Yes,Yes,In the past 30 days,Other,WORK LONGER HOURS THAN USUAL,"Employee (for another person, for a company or for the government)",,A verbal agreement,Limited time,1 month or more but less than 3 months,Less than 6 months,No,No,No,No,No,No,,3,NO NAME,CONSTRUCTION,4100,LABOURER,HELPS TO CONSTRUCT BUILDINGS,9313,"Business owned by individual, family or partners",No,,In a construction site,2 to 4 persons,1 person,Less than 6 months,Parents,,,,,,,,,,,,,,,,,,84000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
06 0167 240 8,5,105,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Son/daughter,Male,10,Not Married/ Never lived together,East Indian,Guyana,,Region 6,In this city/village,Yes,Yes,Primary,Std 3/Grd 5,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 0167 248 3,1,103,52.90150393842859,06 0,06 0167,3,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Head,Female,46,Not Married/ Never lived together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,None,Yes,SEWING AND COOKING CLASSES,On-site government,No,No,99,No,,,No,,,,Yes,Other,,,3 to 4 years,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 months or more,No,,,,,,,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3000,No,,,Yes
06 0167 248 3,2,102,52.90150393842859,06 0,06 0167,3,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Son/daughter,Female,19,Not Married/ Never lived together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Post-secondary,,Technical/Vocational Certificate or Diploma,GCE O' levels/CXC 5+,No,,,No,No,99,No,,,No,,,,Yes,Applied/contacted organizations/employers,,,1 to 2 years,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 months or more,Yes,Job completed,40,Government employee,,Paid apprentice/intern,Guyana,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,No
06 0167 253 3,1,101,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Head,Female,42,Separated,African/ Black,Guyana,,Region 6,In this city/village,Yes,Yes,University / Tertiary,,Bachelor's degree,GCE A' levels/CAPE A: 3+,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,No,,Yes,12 months ago and over,Other,WORKED LONGER HOURS THAN USUAL,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,No,Yes,Yes,Yes,Yes,,3,AUCHLYNE PRIMARY SCHOOL,EDUCATION,8510,PRIMARY SCHOOL TEACHER,TEACHES THE CHILDREN,2341,Government (Central or Local),,,"In a fixed factory, office",10 to 19 persons,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,95000,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0167 253 3,2,102,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Son/daughter,Male,17,Not Married/ Never lived together,Mixed,Guyana,,Region 6,In this city/village,Yes,Yes,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,Yes,MECHANIC,Apprenticeship,Yes,,,,,,,,,,,,,,,,,No,,72,,,,12,12,12,12,12,6,0,,66,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Limited time,24 months or more,1 year or more but less than 2 years,No,No,Yes,No,Yes,Yes,,3,GUYANA SUGAR CORPORATION TRAINING CENTER,REPAIRING OF MOTOR VEHICLES ETC,0114,MECHANIC,REOAIRING OF VEHICLES,7233,Government (Central or Local),,,"In a fixed factory, office",50 or more persons,,1 year or more but less than 5 years,Parents,,,,,,,,,,,,,,,,,,36000,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,50000,35000,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,No
06 0167 256 7,1,101,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Head,Male,75,Married,African/ Black,Guyana,,Region 6,In this city/village,Yes,No,Primary,Std 3/Grd 5,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Illness, injury, disability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retired/ Old age,Yes,45,0,Government employee,,Guyana,Pension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,19000,0,,,,,0,0,0,0,0,0,0,0,0,No,,,No
06 0167 256 7,2,102,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Spouse/ partner,Female,67,Married,Mixed,Guyana,,Region 6,In this city/village,Yes,No,Primary,Std 4/Grd 6,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,Yes,49,0,Private employee (work for another person or company),,Guyana,Pension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19000,0,,,,,0,0,0,0,0,0,0,0,0,Yes,10000,0,Yes
06 0167 256 7,3,103,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Grand/great-grand child,Female,20,Not Married/ Never lived together,African/ Black,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Illness, injury, disability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to work,No,,,,,,Friends/Other relatives in Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7500,0,0,0,0,0,0,,0,No,,,No
06 0167 256 7,4,104,52.90150393842859,06 0,06 0167,4,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Grand/great-grand child,Male,18,Not Married/ Never lived together,African/ Black,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,48,,,,8,8,0,0,8,8,0,,32,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,No,No,No,No,No,No,,3,ARJUNE AND SONS FARM,LIVESTOCK,0146,LABOURER,FEEDING OF CHICKENS,9212,"Business owned by individual, family or partners",Don't know,,In a farm or agricultural plot,20 to 49 persons,None,1 year or more but less than 5 years,Yourself,,,,,,,,,,,,,,,,,,60000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4000,0,0,,0,No,,,Yes
06 0167 258 0,1,101,52.90150393842859,06 0,06 0167,6,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Head,Male,42,Married,African/ Black,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,56,,,,8,8,8,8,8,8,8,,56,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,No,No,Yes,No,Yes,Yes,,3,GUYANA SUGAR CORPORATION (GUYSUCO),SUGAR,0114,CANE HARVESTER,CUTTING AND LOADING OF SUGAR CANE,9211,Government (Central or Local),,,In a farm or agricultural plot,50 or more persons,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,100000,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0167 258 0,2,102,52.90150393842859,06 0,06 0167,6,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Spouse/ partner,Female,35,Married,African/ Black,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 4/Grd 10,,None,No,,,No,No,99,No,,,No,,,,No,,Yes,Family responsibilities or housework,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0167 258 0,3,103,52.90150393842859,06 0,06 0167,6,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Son/daughter,Male,17,Not Married/ Never lived together,African/ Black,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 3-4,No,,,No,No,99,No,,,No,,,,Yes,Took a test or interview,,,1 to 2 years,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 months or more,Yes,Other,10,Private employee (work for another person or company),,Paid Permanent,Guyana,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
06 0167 258 0,4,104,52.90150393842859,06 0,06 0167,6,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Son/daughter,Male,14,Not Married/ Never lived together,African/ Black,Guyana,,Region 6,In this city/village,Yes,Yes,Secondary,Frm 4/Grd 10,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 0167 258 0,5,105,52.90150393842859,06 0,06 0167,6,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Son/daughter,Female,3,,African/ Black,Guyana,,Region 6,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 0167 258 0,6,106,52.90150393842859,06 0,06 0167,6,Coast/Rural,174,5,06,Coast,Rural,6.2252545,-57.306953,Son/daughter,Male,1,,African/ Black,Guyana,,Region 6,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 0173 002 9,1,101,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Head,Male,41,Living together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,Yes,,,,,,,,,,,,,,,,,No,,48,,,,0,8,8,0,0,8,0,,24,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,No,No,No,No,Yes,No,,3,AMMERALLY CONSTRUCTION,CONSTRUCTION,4100,CARPENTER,CONSTRUCTING OF BUILDINGS,7115,"Business owned by individual, family or partners","Yes, registered",1 2 3 4,In a construction site,5 to 9 persons,1 person,1 year or more but less than 5 years,Yourself,,,,,,,,,,,,,,,,,,80000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,No
06 0173 002 9,2,102,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Spouse/ partner,Female,35,Living together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,No,No,99,No,,,No,,,,No,,Yes,Family responsibilities or housework,,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,Yes,1,0,Private employee (work for another person or company),,Guyana,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0173 002 9,3,109,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Son/daughter,Female,15,Not Married/ Never lived together,Mixed,Guyana,,Region 6,In this city/village,Yes,Yes,Secondary,Frm 4/Grd 10,,None,No,,,No,No,99,No,,,No,,,,No,,Yes,Attended school/training courses,,No,In school/ training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,No,,,,,,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
06 0173 002 9,4,104,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Parent/parent-in-law,Male,62,Widowed,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Primary,Std 4/Grd 6,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Illness, injury, disability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to work,Yes,7,0,Private employee (work for another person or company),,Guyana,Son/Daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,0,0,0,0,0,0,0,100,0,0,No,,,No
06 0173 002 9,5,105,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Brother/sister,Female,36,Not Married/ Never lived together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Primary,Std 3/Grd 5,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Illness, injury, disability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to work,No,,,,,,Friends/Other relatives in Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7500,0,0,0,0,0,0,0,0,No,,,No
06 0173 002 9,6,106,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Brother/sister,Male,20,Not Married/ Never lived together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 2/Grd 8,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,24,,,Other,0,0,8,0,8,8,0,,24,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Limited time,2 days or more but less than 1 month,Less than 6 months,No,No,No,No,No,No,,3,NO NAME,CONSTRUCTION,4100,CARPENTER,CONSTRUCTING OF BUILDINGS,7115,"Business owned by individual, family or partners",No,,Other,2 to 4 persons,1 person,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,-1,A) Zero (0),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
06 0173 002 9,7,108,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Brother/sister,Female,8,,East Indian,Guyana,,Region 6,In this city/village,Yes,Yes,Primary,Prep A & B/ Grds 1 & 2,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 0173 002 9,8,107,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Brother/sister,Female,3,,East Indian,Guyana,,Region 6,In this city/village,Yes,Yes,Pre-primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 0173 004 0,1,101,36.81986309430731,06 0,06 0173,3,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Head,Male,30,Living together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Secondary,Frm 2/Grd 8,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,Yes,Yes,Yes,In the past 30 days,Other,WORKED LONGER HOURS,Self-employed (with paid help),No,,,,,,,,,,No,No records are kept,1,FABRICATION WORKSHOP,WELDING AND REPAIRING OF VEHICLES,4520,WELDER,WELDING OF VEHICLES AND PARTS,7212,"Business owned by individual, family or partners","Yes, registered",1 2 3 4,"In your home or the business owners home, without separate workspace",1 person,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0173 004 0,2,104,36.81986309430731,06 0,06 0173,3,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Spouse/ partner,Female,21,Living together,East Indian,Guyana,,Region 4,In another city/village of this Guyana region,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,No,No,99,No,,,No,,,,No,,Yes,Family responsibilities or housework,,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0173 004 0,3,103,36.81986309430731,06 0,06 0173,3,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Son/daughter,Female,2,,East Indian,Guyana,,Region 6,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 0173 004 0,4,105,36.81986309430731,06 0,06 0173,3,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Son/daughter,Male,0,,East Indian,Guyana,,Region 6,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 0173 006 4,1,101,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Head,Male,62,Married,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Primary,Std 2/Grd 4,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,15,,,"Own ill health, incapacity to work",5,5,0,5,0,0,0,,15,,Yes,Yes,No,,,,Self-employed (without paid help),No,,,,,,,,,,No,No records are kept,3,NO NAME,FISH,0312,FISHERMAN,CATCHING OF FISHES,6222,"Business owned by individual, family or partners",No,,Other,1 person,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,,20000,,,,0,,0,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0173 006 4,2,102,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Spouse/ partner,Female,57,Married,East Indian,Guyana,,Region 6,In this city/village,Yes,No,University / Tertiary,,Technical/Vocational Certificate or Diploma,GCE A' levels/CAPE A: 3+,No,,,No,No,99,No,,,No,,,,No,,Yes,"Illness, injury or disability",,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,Yes,2,0,Self-employed (without paid help),No,Guyana,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,100,0,0,No,,,Yes
06 0173 010 3,1,101,36.81986309430731,06 0,06 0173,5,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Head,Male,53,Living together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Primary,Std 2/Grd 4,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,56,,,,8,0,8,8,8,0,0,,32,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,Yes,Yes,Yes,Yes,Yes,Yes,,3,GUYANA SUGAR CORPORATION (GUYSUCO),SUGAR,0114,CANE HARVESTER,CUTTING AND LOADING OF SUGAR CANE,9211,Government (Central or Local),,,In a farm or agricultural plot,50 or more persons,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,80000,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,-1,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0173 010 3,2,102,36.81986309430731,06 0,06 0173,5,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Spouse/ partner,Female,52,Living together,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Primary,Std 4/Grd 6,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Illness, injury, disability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
06 0173 017 4,1,101,36.81986309430731,06 0,06 0173,4,Coast/Rural,174,4,06,Coast,Rural,6.2298169,-57.313858,Head,Female,71,Divorced,East Indian,Guyana,,Region 6,In this city/village,Yes,No,Primary,Std 3/Grd 5,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Illness, injury, disability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retired/ Old age,No,,,,,,Pension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19000,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,No
